,origin,Unnamed: 0,text,author.userName,misinformation,stance,isUSRelated,notes,opinion_label,true_label,claimbuster_score
114,T4,38994,"@PaulMcauliffe This government is lying to the public. 

The FOIA emails about the impact of the Referendum show the government misled the public on immigration law.

One tactic of the Far Right is that they lie to their population. 

Say again: Who is Far Right?",Alexandernewry,O,P,0,,1,,0.4507082713
115,T2,1195663,"For the entire southern border, @CBP encountered 173,620 migrants in November (fiscal year to date: 2022)

November 2021: 72,113
November 2020: 42,643
November 2019: 62,469",AliBradleyTV,T,U,1,,0,1.0,0.8548706733
116,T4,241167,"#BREAKING An Indiana National Guard soldier deployed to Texas under Operation Lonestar shoots an illegal immigrant who stabbed two others with a knife in the Ysleta area of the El Paso sector—According to the internal bulletin obtained from DHS sources, the man ran back into Mexico.

The alert warns of increased violence and reminds Border Patrol agents to wear their body armor and remain vigilant. 

The two individuals received non life-threatening injuries.",AliBradleyTV,T,U,1,,0,1.0,
117,T4,495526,"#BREAKING A Texas National Guard soldier deployed from McAllen to Eagle pass under Operation Lonestar was busted for attempting to smuggle an illegal immigrant in a government vehicle on Sunday.

Kinney County Sheriff Brad Coe says the soldier turned around when he approached a pop-up tactical Border Patrol checkpoint off 674 in Kinney County that had only been operational for a few days—The behavior alerting agents who attempted to stop the suv—The sheriff says Texas DPS got involved with the pursuit and used spike strips which ultimately stopped the vehicle.

KCSO assisted in the stop—TX DPS is currently investigating but sources tell me the soldier did not have access to the license plate readers or other technology that would have aided him in his efforts. He was armed so that escalated the smuggling charge. Sources say he was promised $5-6k to transport that one individual. 

I have reached out to DPS and Governor Abbott’s office for comment but have not heard back. 

🎥 #EXCLUSIVE via KCSO",AliBradleyTV,T,U,1,,0,1.0,
118,T4,183281,San Diego County Supervisor @jim_desmond held a news conference to discuss the increase in illegal immigration there:,AliBradleyTV,T,U,1,,0,1.0,0.6676354809
119,T2,1195667,"Per @CBP —Del Rio Sector agents encountered, cared for, and processed 29,797 migrants in November. The agency reports that is a more than 241% increase the previous year, “Our numbers continue to increase across the board in nearly all metrics.” 

More: https://t.co/okKRP6obhb https://t.co/qAYkkmAROW",AliBradleyTV,T,U,1,,0,1.0,0.868365628
120,T4,23245,"AZ: I didn’t pack enough “non border attire” and am staying down in Nogales until the jury reached a verdict in the George Alan Kelly trial—I figured I would make a *quick stop at Ross and grab something—Instead was surprised by the longest line I have ever seen in a clothing store—I would leave if I had other options but I already struck out at Marshall’s 😂🤣

I’m just over here thriving at the border 🫠",AliBradleyTV,O,U,1,,1,,0.4310428975
121,T2,1146554,"We shan’t forget the investigation @DHSgov started surrounding pics of border agents on horseback &amp; Haitian migrants,promising it would take days— DHS turned it over to @CBP,months later,still no conclusion,despite several lawmakers jumping to conclusions when the photos surfaced",AliBradleyTV,T,U,1,,0,1.0,0.8103085281
122,T4,300819,"TX: @ThadForTexas says the number of illegal immigrants crossing through his county trying to evade is going up but his resources are decreasing…

Be sure to watch @NewsNation for details on how DPS is nowhere to be found in an area being exploited by the cartel and what the sheriff says he needs from the governor.",AliBradleyTV,T,A,1,,0,1.0,0.7241119056
123,T4,170486,How Biden and Trump compare on border crossings and immigration via @csmonitor https://t.co/59PGQ2w7RF,allenorresq,T,I,1,,0,1.0,0.5529322263
124,T4,47246,"A sizable share of Black Americans have recent immigrant connections. In addition to the 12% of Black people who were born in a foreign country themselves, roughly 9% are second-generation @UrbViewRadio @ReecieColbert @1ericasavage",allenorresq,T,P,1,,0,1.0,0.857506722
125,T4,699795,"@Haleaziz In that case, alternative arrangements may be considered under international law protections, such as those related to refugees and asylees.",allenorresq,F,U,0,the statement is informational and does not express a clear stance,0,0.0,0.6650195845
126,T4,505981,@AILANational @keithboykin @JDBalartMSNBC crazy what hate will make you say and do  #Immigrants #garcia,allenorresq,O,U,1,"the stance is not clear without further context on the nature of the ""hate"" mentioned",1,,0.2307953469
127,T2,1394631,VOICES: How immigration reform can help solve Ohio’s workforce crisis https://t.co/Mcn9ijJ35u,allenorresq,T,P,1,,0,1.0,0.5267121706
128,T2,1209977,Christmas not so merry for migrants stranded on México-U.S. border https://t.co/CPUUCO7bWw,allenorresq,T,I,1,,0,1.0,0.4762518149
129,T4,448271,Let's toast to the backbone of our booming market- our immigrant workforce! Time to recognize and celebrate the vibrant opportunities #immigration brings to the table. #ImmigrationStrength #EconomicBoom @jdbalart @UrbanViewRadio,allenorresq,O,P,0,,1,,0.1194057386
130,T4,393163,"#Immigration fuels our economy by diversifying talent pools, sparking innovation, and revitalizing communities. As our workforce evolves, immigrants play a crucial role in supporting and sustaining Social Security for future generations  @BPC_Bipartisan 
https://t.co/a8w14xfB63",allenorresq,O,P,0,,1,,
131,T2,1386887,Immigration Reform Is Dead --- @newrepublic  Nah is not over until we resolve the issues of the outdated system - we have been here before https://t.co/PjJtuuLNnF Follow @newrepublic,allenorresq,T,I,1,,0,1.0,0.4124828761
132,T2,1481007,Arlington Immigration Court and Falls Church Adjudication Center will be opening two hours late today Thursday 01/06/2022. Any cases scheduled for 10:00 am or later should start on time. Cases before 10:00 am will be cancelled and rescheduled.,allenorresq,T,U,1,,0,1.0,0.6700805907
133,T4,303592,"A healthy US economy's secret ingredient: Immigrant workers, eager to fill jobs #immigration
https://t.co/E4dtXKkVr5",allenorresq,T,P,1,,0,1.0,0.4737450891
134,T2,1301704,"After one year on the job, San Diego's immigrant affairs manager worries most about housing https://t.co/CfsFJFodMG",allenorresq,T,P,1,Una coded the stance as Anti-immigration,0,1.0,0.7588533364
135,T4,171101,"The Senate might consider giving the Impeachment the exact level of seriousness the House gave the Immigration Bill—none! Seriously, since the House is playing games with immigration send the #Green(e)s packing, #Leader @SenSchumer @SenateDems",allenorresq,O,A,1,,1,,0.5383277424
136,T4,603771,‘Unconscionable’: US sends dozens to Haiti on deportation flight https://t.co/LgF1JvzhxG via @AJEnglish,allenorresq,T,P,1,,0,1.0,0.8532652422
137,T4,450308,"Dem mayor defended shielding illegal immigrants from ICE days after Laken Riley murder, emails show https://t.co/HyNPQHP2uv",americanwire_,T,A,1,,0,1.0,0.6183209482
138,T3,1567084,"Biden potentially launching hail Mary immigration policy as Title 42 expires

https://t.co/AJARVcY5HT",americanwire_,E,I,1,,0,0.0,0.6150581204
139,T4,383708,"Pretty scary': Local leaders respond to chaos of San Diego area beaches being rushed by illegal migrants

California's lax laws left locals in a ""pretty scary"" situation as suspected surf smugglers were spotted offloading illegal aliens.

Mounting safety concerns around the shores of the San Diego area were met with a stunning visual reminder of the current administration's failure to secure the border Saturday. Video taken from the beach in Carlsbad, California, less than an hour north of the city, featured nearly two dozen people hightailing across the shore after a hasty speedboat landing.

""We have no idea who they are, we have no idea where they are, and these people were not vetted at all,"" said San Diego County Supervisor Jim Desmond at a press conference Monday after video of the incident went viral.

Further along in the clip, roughly 10 of the witnessed 22 people who ran inland were seen getting into an SUV that appeared to have been waiting for their arrival.",americanwire_,F,A,1,,0,0.0,0.8314088406
140,T4,360146,"Illegal aliens reportedly get a collective pass from DC police for driving without license plates

The Washington, D.C. police are allegedly giving a pass to illegal immigrants who are driving motorized bikes around town without license plates, especially those conducting food deliveries.

The Daily Signal did a lengthy writeup after interviewing a number of individuals who admitted they were illegal aliens working as food delivery drivers, utilizing motorcycles or motorized bikes that don't have license plates. That means they are also not registered or insured either.

""D.C. law requires that a motorcycle or a motor-driven cycle, a motor vehicle that has a gas, electric, or hybrid motor no larger than 50 cubic centimeters (cc) and cannot go above 30 mph, be registered with the District’s Department of Motor Vehicles within 30 days of purchase and display a license plate on the back of the two- or three-wheeled vehicle,"" The Daily Signal noted.

""The Daily Signal became aware of an increased number of motor-driven cycles without license plates operating in the District. If operating a motorized bike in the District at speeds above 20 miles per hour, not only does that vehicle require registration, the driver is required to 'have on his or her possession a valid [driver’s] license' and insurance, per the city’s Department of Motor Vehicles,"" the media outlet reported.

There has been an increase in motorized bikes in the nation's capital clogging up the streets. The police seem to be turning a blind eye to them and “do not appear to be enforcing registration laws,” according to the outlet.

Businesses that sell motorized bikes in D.C. claim that the police “don’t give any attention” to the illegal immigrants who are brazenly breaking the law there.

Those businesses are knowingly breaking the law themselves according to The Daily Signal.

https://t.co/IFHfec3v0d",americanwire_,T,A,1,,0,1.0,0.873970549
141,T3,1529744,"DeSantis selects several transportation companies to help relocate migrants after Title 42 ends

https://t.co/ZYvkDGsGzA",americanwire_,T,U,1,stance inconsistency: Sam coded as Anti-immigration,0,1.0,0.7842676081
142,T3,1557674,"The House GOP is teeing up a vote on H.R. 2, a hate group-backed bill filled to the brim with anti-asylum and anti-immigrant proposals.

Will @KeanForCongress vote to empower the extremists with H.R.2? https://t.co/7BBx2M9ojR https://t.co/5tb6sc46gc",AmericasVoice,E,P,1,,0,0.0,0.7051239281
143,T4,490707,".@vcardenasDC: ""America is better than the dark and dystopian view of immigrants and our democracy that we are hearing from the former president.”",AmericasVoice,O,P,1,,1,,0.1812221269
144,T4,745257,"@TUSK81 While asylum-seekers and immigrants who are in the process of adjusting their status to permanent residency are the two largest groups to benefit from the 540-day work permit extension, refugees and certain TPS holders will also see relief.
https://t.co/FN8ug9FE5k",AmericasVoice,T,P,1,,0,1.0,0.702930366
145,T4,236989,"On #TaxDay and every day, let's honor the hard work and dedication of immigrant taxpayers. 💼💰 

From small businesses to essential services, immigrants make invaluable contributions to our local economies. https://t.co/pnoXcTiZC6",AmericasVoice,T,P,1,,0,1.0,0.4067220381
146,T4,201377,These are today's must-read #immigration news: https://t.co/L5RPq3lN8h https://t.co/LgG4yUVShQ,AmericasVoice,O,U,1,,1,,0.4055250065
147,T4,531829,"@TUSK81 @UFWupdates For others, César Chávez Day 2024 was a day they’ll remember for the rest of their lives. Over two dozen immigrants spanning eight nations were sworn in as U.S. citizens at a naturalization ceremony at the César E. Chávez National Monument in Keene, CA.
https://t.co/qYr9Ly9VSy",AmericasVoice,T,P,1,,0,1.0,0.6860796945
148,T2,1397416,"Passing immigration reform would mean millions of undocumented immigrants— like Cesar's family— could live and work in the United States without fear of deportation. 

Watch his full story: https://t.co/RL3cFYXO3J https://t.co/ZUQsOXSbt5",AmericasVoice,T,P,1,,0,1.0,0.495187937
149,T4,257021,"🗽Immigrants strengthen New York’s economy by filling jobs in key industries.

They contribute more than $1.1 billion in state and local taxes each year, supporting vital services and infrastructure. https://t.co/vVx4mswKAe",AmericasVoice,T,P,1,,0,1.0,0.8092015153
150,T3,1557340,"The House GOP is teeing up a vote on H.R. 2, a hate group-backed bill filled to the brim with anti-asylum and anti-immigrant proposals.

Will @RepLCD vote to empower the extremists with H.R.2? https://t.co/RQlpRLWnBz https://t.co/k11DHFRUoo",AmericasVoice,E,P,1,,0,0.0,0.7101514517
