origin,Unnamed: 0,id,text,CreatedAt,author.userName,createdDate,misinformation,stance,isUSRelated,notes
T2,1467370,1.48015E+18,"The point is to encourage you to read this article &amp; see how the sweeping power to cancel visas is deeply disturbing &amp; undemocratic &amp; it’s been used to detain &amp; deport record numbers of asylum seekers, refugees &amp; permanent residents with current efforts to expand powers even more",Sun Jan 09 11:55:54 +0000 2022,ASRC1,1/9/22,true information,pro,Australia,
T2,1267143,1.47939E+18,"Refugees are not free. 

This is a detention centre. 

A prison.

They must all be freed now.",Fri Jan 07 10:03:08 +0000 2022,ASRC1,1/7/22,uncertain,pro,Australia,opinion or misinformation
T2,1130819,1.47893E+18,If you suddenly have an interest in our border policies and think the treatment of #djokovic is shameful and you’re outraged we need to ask you where have you been the last two decades when it comes to the treatment of people seeking asylum?,Thu Jan 06 03:09:36 +0000 2022,ASRC1,1/5/22,opinion,pro,Australia,
T2,1416063,1.4804E+18,"Minister Andrews office has told a caller concerned about refugees in Park Hotel to contact @ASRC1!

It's nice that the Minister acknowledges ASRC work.

But it's the Minister who can right now end the cruelty &amp; free the 70 refugees in immigration detention. 

📞(07) 5580 9111📞",Mon Jan 10 04:52:13 +0000 2022,ASRC1,1/9/22,true information,pro,Australia,
T3,1572969,1.65593E+18,"1) 🧵@ASRC1's initial response to the #Budget2023 

While there is some much-needed and welcome target support this budget maintains a deeply unfair, unjust and unequal system that excludes people seeking asylum in the community from accessing their basic rights.

👇🏾more below👇🏾",Tue May 09 13:32:25 +0000 2023,ASRC1,5/9/23,true information,pro,Australia,
T2,1421963,1.48037E+18,"For nearly a decade now Morrison has prevented refugees in Indonesia from seeking asylum in Australia. 

Many of the refugees stranded are from Afghanistan (more info in thread below)

Help raise the voice of refugees in Indonesia and follow the #HelpRefugees_Indonesia hashtag",Mon Jan 10 03:00:19 +0000 2022,ASRC1,1/9/22,false information,pro,Australia,
T4,854339,1.7789E+18,"Join us in amplifying the message of hope and solidarity for World Refugee Day Telethon, powered by the ASRC! If you're ready to use your platform and personal influence to support refugees and raise awareness, fill out the form at https://t.co/XsAqGt5kla #ASRCTelethon https://t.co/GG0tAQfeKD",Fri Apr 12 21:28:06 +0000 2024,ASRC1,4/12/24,opinion,pro,Australia,
T2,1109688,1.47942E+18,Bless your dad. Sadly John the policy of indefinite detention of people seeking asylum has had bipartisan support for the past 20 years in Australia. Successive governments have so narrowed access to courts &amp; grounds of appeal that almost impossible to appeal your detention🙏🏼 Kon,Fri Jan 07 11:39:12 +0000 2022,ASRC1,1/7/22,true information,pro,Australia,
T2,1402445,1.48045E+18,"278 refugees and people seeking asylum in detention right now including 53 from Afghanistan across Australia and another 846 people in detention who are not refugees/AS who are there for visa cancellations by the Minister, mainly permanent residents",Mon Jan 10 07:45:26 +0000 2022,ASRC1,1/9/22,uncertain,pro,Australia,true information
T2,1078677,1.48014E+18,What majority of Australian public is unaware of is the sweeping draconian. cancellation powers Minister for Home Affairs has without any fair checks &amp; balances that’s been used against asylum seekers for years &amp; tomorrow will be used against #Djokovic. https://t.co/sayGiH3rvf,Sun Jan 09 11:38:34 +0000 2022,ASRC1,1/9/22,true information,pro,Australia,
T4,635222,1.78158E+18,"“Refugees in Manus seek asylum but find themselves jailed on a remote island. … We must remember that Manus was created by a liberal democracy, and it reveals a dark side of that ideology.”

https://t.co/kqdW6MplCB",Sat Apr 20 07:07:48 +0000 2024,ASRC1,4/20/24,true information,pro,Australia,
T2,1460828,1.47977E+18,"Melbourne immigration detention hotel 'like prison', tennis player says, as protests continue https://t.co/off4fhh7Eo via @@SBSNews",Sat Jan 08 10:46:36 +0000 2022,ASRC1,1/8/22,true information,pro,Australia,
T2,1279432,1.47922E+18,@BBCRosAtkins Good to see the @BBCRosAtkins mention that #Djokovic is being held in the same detention facility as dozens of refugees and some of the appalling conditions they are held in. It’s a place where 50% of them men there got #covod19. Where self - harm attempts are a weekly occurrence,Thu Jan 06 22:47:05 +0000 2022,ASRC1,1/6/22,uncertain,pro,Australia,uncertain whether the statement that 50% of the men there contracted COVID-19 is misleading
T2,1131004,1.47892E+18,Instead of tweeting about #Djokovic we encourage you to RT Mehdi who is a refugee nearing 10 years in detention here and highlighting the plight of the 70 refugee men who have been detained in Australia for 8-9 years simply for seeking asylum. Men who have broken no laws.,Thu Jan 06 02:52:03 +0000 2022,ASRC1,1/5/22,true information,pro,Australia,
T2,1267311,1.47939E+18,"To any journalists wanting to really know what the conditions are like in the Park Hotel detention facility where #Djokovic is being held, speak first to some of the refugees detained there. DM people like @MehdiAli98 and @AdnanChoopani who have been detained for 9 years in total",Fri Jan 07 09:56:38 +0000 2022,ASRC1,1/7/22,true information,pro,Australia,
T2,1404078,1.48067E+18,@SenSchumer Democrats want illegal immigrants to vote! Shame on you,Mon Jan 10 22:53:20 +0000 2022,AZEsMiCasaSunDv,1/10/22,misleading content,anti,,
T4,335483,1.78083E+18,"@RepRubenGallego You are a liar. Your bill is just a worthless piece of paper. There’s no money to fund Social Security/Medicare.  both programs are going bankrupt because of all of the democrat’s $Trillion dollar every 100 days deficit. 
You clowns are spending billions on illegals and wars",Thu Apr 18 05:14:42 +0000 2024,AZEsMiCasaSunDv,4/17/24,false information,anti,,
T4,601580,1.7757E+18,"@KatSimkhovitch @ReginaJ40120348 @SenRickScott @JoeBiden Illegals are bankrupting sanctuary cities and states. 
Facts are stubborn",Thu Apr 04 01:36:15 +0000 2024,AZEsMiCasaSunDv,4/3/24,false information,anti,,
T2,1304723,1.47778E+18,"@thehill Biden is spending the money on housing illegal immigrants! sorry Americans, Democrats hate you! https://t.co/McMf4A7WSL",Sun Jan 02 23:22:41 +0000 2022,AZEsMiCasaSunDv,1/2/22,misleading content,anti,,
T4,600282,1.77592E+18,@SawyerHackett Illegals cost $451 billion a year and are bankrupting sanctuary cities https://t.co/ND6mmmPu6i,Thu Apr 04 16:23:15 +0000 2024,AZEsMiCasaSunDv,4/4/24,misleading content,anti,,
T3,1502509,1.65583E+18,"@BefittingFacts @Ajaychennai2 @MakeItAQuote @RyanGirdusky @USTechWorkers @MarkSKrikorian @AnnCoulter @kausmickey @NumbersUSA

Right idea wrong direction.

It's time for a remittance tax for everyone working on a visa in the US - or holding a green card which was derived form a ""non-immigrant, temporary"" visa.",Tue May 09 06:49:40 +0000 2023,Aethelleas,5/8/23,opinion,anti,,
T3,1566124,1.65624E+18,"@FAIRImmigration A sitting president is now going to unleash the full powers of the US Federal Government to invade America from the Southern Border.

&amp; Both parties are simply watching, pondering that next &amp; bigger check.

Meanwhile, India-1st migrants run our Social Media &amp; Technology Networks.",Wed May 10 10:00:20 +0000 2023,Aethelleas,5/10/23,misleading content,anti,,
T4,669492,1.77501E+18,@MadhusudanRaj His Karens love Mass Legal Immigration &amp; will happily cut Modi some slack &amp; hand him another massive pile of visas &amp; his network a tranche of Green Cards to take over key slots in MBAmerica.,Tue Apr 02 04:15:51 +0000 2024,Aethelleas,4/1/24,uncertain,anti,,"opinion, or misleading content"
T2,1357735,1.47457E+18,"@lapislazuli7890 @tencor_7144 Not on H1B &amp; India Green cards. 

He's the main sponsor of most of the bills, and has nearly pushed through a 10-year India-only Green-Card Giveaway (for what is already 700,000 fake ""high tech"" Indians, who will then stuff that queue with 2 million more).

He has to go. 
Sooner.",Sat Dec 25 02:29:13 +0000 2021,Aethelleas,12/24/21,false information,anti,,
T2,1459498,1.47981E+18,"@8USC12 Scoring Candidates on Legal &amp; Illegal Immigration in Close 2022 Elections.

Rating key Political Players of recent / ongoing proposed immigration legislation.

Review of largest visa categories, linked visa pipelines, &amp; major geographic sources of these visa programs (Visas 101).",Sat Jan 08 13:32:23 +0000 2022,Aethelleas,1/8/22,true information,neutral,,
T2,1168076,1.47771E+18,"A great example - and there are many more, eg in electoral reform or asylum policy - of how fundamentally lacking in real political courage Blair was, how unwilling to embrace far-reaching change to the parameters set by the rightwing establishment",Sun Jan 02 18:36:31 +0000 2022,AlasdairMack66,1/2/22,opinion,pro,UK,
T3,1492686,1.65644E+18,"Meanwhile in the US, the Biden administration has come up with its own grim plans to make asylum seekers someone else’s problem",Wed May 10 23:12:44 +0000 2023,AlasdairMack66,5/10/23,opinion,anti (?),,
T2,1075026,1.48021E+18,"The Home Office’s claim to @Dianewriter that all asylum claims are considered in line with current policy is clearly untrue, since their current policy recognises that everyone sent back to Syria is at risk of being tortured unless they’re an obvious Assad supporter https://t.co/HmxAXUhfR9",Sun Jan 09 16:27:05 +0000 2022,AlasdairMack66,1/9/22,uncertain,pro,UK,true information
T2,1302697,1.47109E+18,"Great letter here on the U.K. government’s asylum plans, from @JaneHutt and @ShonaRobison for the devolved governments",Wed Dec 15 12:21:52 +0000 2021,AlasdairMack66,12/15/21,true information,pro,UK,
T2,1433772,1.4803E+18,"“Patel isn’t the first politician to overstate her experiences of adversity… The dodgy backstory matters, however, because it illustrates how hard it is to differentiate between worthy and unworthy refugees.”

Well worth a read.

‘With Literally Nothing’ https://t.co/fWCG3tD8xi",Sun Jan 09 22:25:45 +0000 2022,AlasdairMack66,1/9/22,uncertain,neutral,UK,"opinion, or true information"
T4,170350,1.78059E+18,"@cuntasaurus22 @Gabby_J_Yay @griptmedia People in white collar jobs, the professional middle classes in journalism, law, medicine etc won't come out to protest in case they are identified on camera I suspect.  The working classes who suffer most from immigration will come out",Wed Apr 17 13:21:14 +0000 2024,Alexandernewry,4/17/24,opinion,anti,"Ireland, EU",
T4,5132,1.78215E+18,"Today I learn the Brazilian delivery driver who intervened with the Algerian is standing an an MEP.

This follows on the heels of the Imam @DrUmarAlQadri announcing he's standing too.

Any Immigrant in Ireland can vote in these elections. 

Who will represent the Irish?",Sun Apr 21 20:55:33 +0000 2024,Alexandernewry,4/21/24,false information,anti,"Ireland, EU",
T4,95404,1.78118E+18,"@SSpiller4751 @IrishmanIRL They have been blocked from protesting at the Dail, 

They batter people off the road to allow Fakeugees to rock up in your village.

They lie about the impact of a referendum on immigration.

They try and railroad an EU Migration Pact through the Dai.

Democracy is failing.",Fri Apr 19 04:38:30 +0000 2024,Alexandernewry,4/18/24,uncertain,anti,"Ireland, EU",misleading content
T4,95360,1.78118E+18,"@IrishmanIRL They don't allow protest at the Dail.

They batter people off the road to allow Fakeugees to rock up in your village.

They lie about the impact of a referendum on immigration.

They try and railroad an EU Migration Pact through the Dail the people are deeply worried about.",Fri Apr 19 04:39:18 +0000 2024,Alexandernewry,4/18/24,misleading content,anti,"Ireland, EU",
T4,95463,1.78118E+18,"@PaulMcauliffe Wow amazing. Try and bribe the plebs.

The game is coming to an end and it begins and ends with Immigration",Fri Apr 19 04:34:08 +0000 2024,Alexandernewry,4/18/24,opinion,anti,"Ireland, EU",
T4,448460,1.77623E+18,"@rtenews But we are making great progress in being unable to define a woman and have taken 250k immigrants in one year, many without passports. 

Sounds like a recipe for success and social stability.",Fri Apr 05 12:51:37 +0000 2024,Alexandernewry,4/5/24,misleading content,anti,"Ireland, EU",
T4,171705,1.78058E+18,@RoryHearneGaffs @derspiegel Your mate Holly Cairns is another open borders fanatic so can't take your views on this seriously given the pressure immigration is putting on social cohesion and housing.,Wed Apr 17 12:34:15 +0000 2024,Alexandernewry,4/17/24,opinion,anti,"Ireland, EU",
T4,223655,1.78024E+18,The EU may not care if Ukraine loses the War (certainly the US Republicans don't) but a huge failed State with millions more Ukrainian immigrants headed to the EU might create pause for thought..,Tue Apr 16 14:16:16 +0000 2024,Alexandernewry,4/16/24,opinion,anti,"Ukraine, EU, US",
T3,1555470,1.65606E+18,"@griptmedia WTF. How does a Georgian (repeat, a Georgian??) get on a plane and claim asylum in Ireland, get himself a car(?), drive it into some people and bite a policewoman?? 

So many questions........",Tue May 09 22:09:14 +0000 2023,Alexandernewry,5/9/23,opinion,anti,"Ireland, Georgia",
T4,38994,1.78176E+18,"@PaulMcauliffe This government is lying to the public. 

The FOIA emails about the impact of the Referendum show the government misled the public on immigration law.

One tactic of the Far Right is that they lie to their population. 

Say again: Who is Far Right?",Sat Apr 20 19:14:36 +0000 2024,Alexandernewry,4/20/24,uncertain,anti (?),UK,"misleading content, or true information"
