origin,Unnamed: 0,text,author.userName,misinformation,stance,isUSRelated,notes,opinion_label,true_label
T2,1146554,"We shan’t forget the investigation @DHSgov started surrounding pics of border agents on horseback &amp; Haitian migrants,promising it would take days— DHS turned it over to @CBP,months later,still no conclusion,despite several lawmakers jumping to conclusions when the photos surfaced",AliBradleyTV,T,U,1,,0,1
T4,300819,"TX: @ThadForTexas says the number of illegal immigrants crossing through his county trying to evade is going up but his resources are decreasing…

Be sure to watch @NewsNation for details on how DPS is nowhere to be found in an area being exploited by the cartel and what the sheriff says he needs from the governor.",AliBradleyTV,T,A,1,,0,1
T4,170486,How Biden and Trump compare on border crossings and immigration via @csmonitor https://t.co/59PGQ2w7RF,allenorresq,T,I,1,,0,1
T4,47246,"A sizable share of Black Americans have recent immigrant connections. In addition to the 12% of Black people who were born in a foreign country themselves, roughly 9% are second-generation @UrbViewRadio @ReecieColbert @1ericasavage",allenorresq,T,P,1,,0,1
T4,699795,"@Haleaziz In that case, alternative arrangements may be considered under international law protections, such as those related to refugees and asylees.",allenorresq,F,U,0,the statement is informational and does not express a clear stance,0,0
T4,505981,@AILANational @keithboykin @JDBalartMSNBC crazy what hate will make you say and do  #Immigrants #garcia,allenorresq,O,U,1,"the stance is not clear without further context on the nature of the ""hate"" mentioned",1,
T2,1394631,VOICES: How immigration reform can help solve Ohio’s workforce crisis https://t.co/Mcn9ijJ35u,allenorresq,T,P,1,,0,1
T2,1209977,Christmas not so merry for migrants stranded on México-U.S. border https://t.co/CPUUCO7bWw,allenorresq,T,I,1,,0,1
T4,448271,Let's toast to the backbone of our booming market- our immigrant workforce! Time to recognize and celebrate the vibrant opportunities #immigration brings to the table. #ImmigrationStrength #EconomicBoom @jdbalart @UrbanViewRadio,allenorresq,O,P,0,,1,
T4,393163,"#Immigration fuels our economy by diversifying talent pools, sparking innovation, and revitalizing communities. As our workforce evolves, immigrants play a crucial role in supporting and sustaining Social Security for future generations  @BPC_Bipartisan 
https://t.co/a8w14xfB63",allenorresq,O,P,0,,1,
T2,1386887,Immigration Reform Is Dead --- @newrepublic  Nah is not over until we resolve the issues of the outdated system - we have been here before https://t.co/PjJtuuLNnF Follow @newrepublic,allenorresq,T,I,1,,0,1
T2,1481007,Arlington Immigration Court and Falls Church Adjudication Center will be opening two hours late today Thursday 01/06/2022. Any cases scheduled for 10:00 am or later should start on time. Cases before 10:00 am will be cancelled and rescheduled.,allenorresq,T,U,1,,0,1
T4,303592,"A healthy US economy's secret ingredient: Immigrant workers, eager to fill jobs #immigration
https://t.co/E4dtXKkVr5",allenorresq,T,P,1,,0,1
T2,1301704,"After one year on the job, San Diego's immigrant affairs manager worries most about housing https://t.co/CfsFJFodMG",allenorresq,T,P,1,Una coded the stance as Anti-immigration,0,1
T4,171101,"The Senate might consider giving the Impeachment the exact level of seriousness the House gave the Immigration Bill—none! Seriously, since the House is playing games with immigration send the #Green(e)s packing, #Leader @SenSchumer @SenateDems",allenorresq,O,A,1,,1,
T4,603771,‘Unconscionable’: US sends dozens to Haiti on deportation flight https://t.co/LgF1JvzhxG via @AJEnglish,allenorresq,T,P,1,,0,1
T4,450308,"Dem mayor defended shielding illegal immigrants from ICE days after Laken Riley murder, emails show https://t.co/HyNPQHP2uv",americanwire_,T,A,1,,0,1
T3,1567084,"Biden potentially launching hail Mary immigration policy as Title 42 expires

https://t.co/AJARVcY5HT",americanwire_,E,I,1,,0,0
T4,383708,"Pretty scary': Local leaders respond to chaos of San Diego area beaches being rushed by illegal migrants

California's lax laws left locals in a ""pretty scary"" situation as suspected surf smugglers were spotted offloading illegal aliens.

Mounting safety concerns around the shores of the San Diego area were met with a stunning visual reminder of the current administration's failure to secure the border Saturday. Video taken from the beach in Carlsbad, California, less than an hour north of the city, featured nearly two dozen people hightailing across the shore after a hasty speedboat landing.

""We have no idea who they are, we have no idea where they are, and these people were not vetted at all,"" said San Diego County Supervisor Jim Desmond at a press conference Monday after video of the incident went viral.

Further along in the clip, roughly 10 of the witnessed 22 people who ran inland were seen getting into an SUV that appeared to have been waiting for their arrival.",americanwire_,F,A,1,,0,0
T4,360146,"Illegal aliens reportedly get a collective pass from DC police for driving without license plates

The Washington, D.C. police are allegedly giving a pass to illegal immigrants who are driving motorized bikes around town without license plates, especially those conducting food deliveries.

The Daily Signal did a lengthy writeup after interviewing a number of individuals who admitted they were illegal aliens working as food delivery drivers, utilizing motorcycles or motorized bikes that don't have license plates. That means they are also not registered or insured either.

""D.C. law requires that a motorcycle or a motor-driven cycle, a motor vehicle that has a gas, electric, or hybrid motor no larger than 50 cubic centimeters (cc) and cannot go above 30 mph, be registered with the District’s Department of Motor Vehicles within 30 days of purchase and display a license plate on the back of the two- or three-wheeled vehicle,"" The Daily Signal noted.

""The Daily Signal became aware of an increased number of motor-driven cycles without license plates operating in the District. If operating a motorized bike in the District at speeds above 20 miles per hour, not only does that vehicle require registration, the driver is required to 'have on his or her possession a valid [driver’s] license' and insurance, per the city’s Department of Motor Vehicles,"" the media outlet reported.

There has been an increase in motorized bikes in the nation's capital clogging up the streets. The police seem to be turning a blind eye to them and “do not appear to be enforcing registration laws,” according to the outlet.

Businesses that sell motorized bikes in D.C. claim that the police “don’t give any attention” to the illegal immigrants who are brazenly breaking the law there.

Those businesses are knowingly breaking the law themselves according to The Daily Signal.

https://t.co/IFHfec3v0d",americanwire_,T,A,1,,0,1
T3,1529744,"DeSantis selects several transportation companies to help relocate migrants after Title 42 ends

https://t.co/ZYvkDGsGzA",americanwire_,T,U,1,stance inconsistency: Sam coded as Anti-immigration,0,1
T3,1557674,"The House GOP is teeing up a vote on H.R. 2, a hate group-backed bill filled to the brim with anti-asylum and anti-immigrant proposals.

Will @KeanForCongress vote to empower the extremists with H.R.2? https://t.co/7BBx2M9ojR https://t.co/5tb6sc46gc",AmericasVoice,E,P,1,,0,0
T4,490707,".@vcardenasDC: ""America is better than the dark and dystopian view of immigrants and our democracy that we are hearing from the former president.”",AmericasVoice,O,P,1,,1,
T4,745257,"@TUSK81 While asylum-seekers and immigrants who are in the process of adjusting their status to permanent residency are the two largest groups to benefit from the 540-day work permit extension, refugees and certain TPS holders will also see relief.
https://t.co/FN8ug9FE5k",AmericasVoice,T,P,1,,0,1
T4,236989,"On #TaxDay and every day, let's honor the hard work and dedication of immigrant taxpayers. 💼💰 

From small businesses to essential services, immigrants make invaluable contributions to our local economies. https://t.co/pnoXcTiZC6",AmericasVoice,T,P,1,,0,1
T4,201377,These are today's must-read #immigration news: https://t.co/L5RPq3lN8h https://t.co/LgG4yUVShQ,AmericasVoice,O,U,1,,1,
T4,531829,"@TUSK81 @UFWupdates For others, César Chávez Day 2024 was a day they’ll remember for the rest of their lives. Over two dozen immigrants spanning eight nations were sworn in as U.S. citizens at a naturalization ceremony at the César E. Chávez National Monument in Keene, CA.
https://t.co/qYr9Ly9VSy",AmericasVoice,T,P,1,,0,1
T2,1397416,"Passing immigration reform would mean millions of undocumented immigrants— like Cesar's family— could live and work in the United States without fear of deportation. 

Watch his full story: https://t.co/RL3cFYXO3J https://t.co/ZUQsOXSbt5",AmericasVoice,T,P,1,,0,1
T4,257021,"🗽Immigrants strengthen New York’s economy by filling jobs in key industries.

They contribute more than $1.1 billion in state and local taxes each year, supporting vital services and infrastructure. https://t.co/vVx4mswKAe",AmericasVoice,T,P,1,,0,1
T3,1557340,"The House GOP is teeing up a vote on H.R. 2, a hate group-backed bill filled to the brim with anti-asylum and anti-immigrant proposals.

Will @RepLCD vote to empower the extremists with H.R.2? https://t.co/RQlpRLWnBz https://t.co/k11DHFRUoo",AmericasVoice,E,P,1,,0,0
T4,300575,".@nytimes: Immigrants in Maine Are Filling a Labor Gap. It May Be a Prelude for the U.S. 

https://t.co/LzLTpvZfx9",AmericasVoice,T,P,1,,0,1
T3,1557657,"The House GOP is teeing up a vote on H.R. 2, a hate group-backed bill filled to the brim with anti-asylum and anti-immigrant proposals.

Will @RepJenKiggans vote to empower the extremists with H.R.2? https://t.co/bNxDevyENa https://t.co/Us1aVqX5oO",AmericasVoice,E,P,1,,0,0
T4,460850,"40+ mayors and county executives spoke out about the need for a longer work permit extension.

Now that it’s here, immigrants around the country can breathe a sigh of relief that they won’t lose their jobs because of government backlogs! @citiesforaction

https://t.co/jKoIfI68Co https://t.co/4V1SXC1b5o",AmericasVoice,T,P,1,,0,1
T3,1509224,"""Other recent Biden’s administration announcements to expand legal pathways, create new regional refugee processing centers &amp; expand family reunification efforts are smart new ways to alleviate border pressures so that people are able to migrate safely with a visa""- @vcardenasDC",AmericasVoice,T,P,1,,0,1
T4,757708,"Guerline Jozef: Anti-black racism, white supremacy have played a direct role in what is happening in Haiti. We are calling on Biden &amp; Harris to look into the root causes causing displacement of Haitians. We are calling for CHNV, reunion of families, complete halt of deportations",AmericasVoice,O,P,1,"unverified statement: ""Anti-black racism, white supremacy have played a direct role in what is happening in Haiti.""",1,
T4,520235,"In Maryland, immigrant households pay $13.3 billion in federal, state and local taxes, according to @immcouncil. Undocumented immigrants paid $607.2 million in taxes that year. At least half of the construction industry in Maryland is made up of immigrant workers.",AmericasVoice,E,P,1,,0,0
T4,358866,"Immigrants face multiple challenges when attempting to access health care. We're joining @TPSforCA for a Twitter Town Hall where we'll discuss how #TPSjustice can help address these challenges &amp; ensure equitable healthcare access for all, regardless of immigration status! https://t.co/QxfziiKipn",AmericasVoice,T,P,1,,0,1
T4,379241,Maynor Suazo Sandoval was the third immigrant worker found in the wreckage of the Baltimore bridge this weekend. His story: https://t.co/zkX8e9hSPR,AmericasVoice,T,U,1,,0,1
T4,441014,.@RepJenKiggans Silent as Trump Dehumanizes Immigrants with ‘Not People’ and ‘Animals’ Rhetoric and Calls for ‘Bloodbath’ If He Loses Election https://t.co/T5PTbAg5BB via @AmericasVoice,AmericasVoice,T,P,1,,0,1
