,origin,Unnamed: 0,id,text,CreatedAt,author.userName,createdDate,misinformation,stance,isUSRelated,notes,cleaned_text
72,T2,1243755,1.48053e+18,@DcWalaDesi Haha! I am living legally in this country can’t even travel freely back to my country due to limited visa issued in @USAndIndia but surprisingly people are voting illegally seriously!! Should I rethink to became an illegal immigrants better? @POTUS @VP @JudiciaryDems @GOP,Mon Jan 10 13:38:41 +0000 2022,AKAMI0007,1/10/22,false information,pro,,,Haha living legally country even travel freely back country due limited visa issued surprisingly people voting illegally seriously rethink became illegal immigrant better
73,T3,1534466,1.65302e+18,@USCIS What about legal immigrants in backlogs? Think about them? Show some empathy! Shameless USCIS,Mon May 01 13:10:09 +0000 2023,AKAMI0007,5/1/23,opinion,pro,,,legal immigrant backlog think show empathy Shameless USCIS
74,T3,1523217,1.65596e+18,@aakashg0 H1b or non immigrant can’t do side hustles. USCIS will throw out of country sadly!!,Tue May 09 15:23:19 +0000 2023,AKAMI0007,5/9/23,true information,pro,,,Hb non immigrant side hustle USCIS throw country sadly
75,T2,1327707,1.48005e+18,"Greek Coast Guard officials say the body of a young child has been recovered from the Aegean Sea, two weeks after two deadly accidents in the area involving boats loaded with migrants. The body was found off the island of Naxos. https://t.co/8EwLLd2ejp",Sun Jan 09 05:29:39 +0000 2022,AP,1/8/22,true information,neutral,EU,,greek Coast Guard official say body young child recovered Aegean Sea two week two deadly accident area involving boat loaded migrant body found island Naxos
76,T2,1457399,1.48048e+18,Senior U.S. and Russian officials have formally launched special talks on strategic stability In Geneva as part of a flurry of diplomatic activity in Europe this week aimed at defusing tensions over a Russian military buildup on the border with Ukraine. https://t.co/OUXQLHSyFU,Mon Jan 10 09:46:04 +0000 2022,AP,1/10/22,,,"Russia, EU, USA",irrelevant,Senior YOUS russian official formally launched special talk strategic stability Geneva part flurry diplomatic activity Europe week aimed defusing tension russian military buildup border Ukraine
77,T2,1225389,1.47449e+18,"@AP With the sinking, the death toll has risen to 16 from three separate accidents in as many days involving migrant boats in Greek waters. https://t.co/7I9qg5ZhnU",Fri Dec 24 21:37:46 +0000 2021,AP,12/24/21,true information,neutral,Greece,,sinking death toll risen three separate accident many day involving migrant boat greek water
78,T2,1225390,1.47449e+18,At least two people died and 20 were believed missing after a migrant boat capsized in the Aegean Sea. The coast guard said 57 people were rescued in the deadly sinking. https://t.co/rQchoaaBwA,Fri Dec 24 21:37:06 +0000 2021,AP,12/24/21,true information,neutral,EU,,least two people died believed missing migrant boat capsized Aegean Sea coast guard said people rescued deadly sinking
79,T2,1483232,1.479e+18,BREAKING: Tennis star Novak Djokovic to remain in immigration detention in Australia after court adjourns his challenge to visa cancellation. https://t.co/DFoDewqdms,Thu Jan 06 08:18:18 +0000 2022,AP,1/6/22,true information,neutral,Australia,,BREAKING Tennis star Novak Djokovic remain immigration detention Australia court adjourns challenge visa cancellation
80,T2,1131281,1.47891e+18,Morrison is opportunistically ramping up his borders speech in time for upcoming election. We in fact do not have an equal &amp; consistent system. We have a deeply unlawful &amp; inhumane one that arbitrarily detains people seeking asylum for 9 years who have broken no law. #djokovic,Thu Jan 06 02:19:22 +0000 2022,ASRC1,1/5/22,true information,pro,Australia,,Morrison opportunistically ramping border speech time upcoming election fact equal amp consistent system deeply unlawful amp inhumane one arbitrarily detains people seeking asylum year broken law djokovic
81,T2,1401518,1.48045e+18,"This is a great thread for those trying to make sense of the unchecked powers that have been given to the Home Affairs Minister and the Immigration Minister that has resulted in a 689% increase in how long refugees, AS &amp; permanent residents are detained in last 8 years. #Djokovic",Mon Jan 10 07:53:33 +0000 2022,ASRC1,1/9/22,uncertain,pro,Australia,number unvarified,great thread trying make sense unchecked power given Home Affairs Minister Immigration Minister resulted increase long refugee amp permanent resident detained last year djokovic
82,T2,1428468,1.48034e+18,"7) Since Dec. 2020 nearly 200 refugees have been released from detention. 

Those remaining are watching their brothers released while they are detained, with no reason provided as to why.",Mon Jan 10 00:43:17 +0000 2022,ASRC1,1/9/22,true information,pro,Australia,,since December nearly refugee released detention remaining watching brother released detained reason provided
83,T2,1473457,1.47995e+18,Here’s @CNN profiling the shameful conditions we are holding refugees in at the Park Hotel Prison in. They are speaking with @MehdiAli98 whose been detained almost 9 years since the age of 15. #Djokovic https://t.co/BqwnPhPitV,Sat Jan 08 23:00:31 +0000 2022,ASRC1,1/8/22,true information,pro,Australia,,profiling shameful condition holding refugee Park Hotel Prison speaking whose detained almost year since age Djokovic
84,T2,1127019,1.48044e+18,"If you’re suddenly shocked that a person can win their case in the courts as #Djokovic has done today and yet the Minister can still if they want cancel their visa, then where have you been the last decade when they’ve done this to hundreds of refugees &amp; people seeking asylum?",Mon Jan 10 07:30:28 +0000 2022,ASRC1,1/9/22,true information,pro,Australia,,suddenly shocked person win case court Djokovic done today yet Minister still want cancel visa last decade done hundred refugee amp people seeking asylum
85,T2,1265143,1.47942e+18,"Great question. 

That $109 a night room actually costs Australian taxpayers approximately $500,000 a year per refugee

In return we torture refugees.
Give half of them COVID
Maggots in their dinner

Who is profiting from this human misery is what we need to be asking? #Djokovic",Fri Jan 07 11:31:30 +0000 2022,ASRC1,1/7/22,false information,pro,Australia,,great question night room actually cost australian taxpayer approximately year per refugee return torture refugee give half COVID Maggots dinner profiting human misery need asking Djokovic
86,T2,1142247,1.47861e+18,"Rapid Antigen Tests must be free for everyone regardless of their visa status. 

People seeking asylum do not receive Centrelink so using such a system to facilitate access to RAT’s will be the Morrison Government excluding them once again during this pandemic.",Wed Jan 05 06:01:01 +0000 2022,ASRC1,1/4/22,true information,pro,Australia,,rapid Antigen test must free everyone regardless visa status people seeking asylum receive Centrelink using system facilitate access RATs Morrison Government excluding pandemic
87,T2,1248614,1.47403e+18,"""I want to lose my job. I want to put the Asylum Seeker Resource Centre out of business and close its doors. That’s when I know we’ve truly succeeded."" - @Kon__K Donate today before the end of our End of Year Appeal 🙏🏼 https://t.co/dwNxeKJkhx",Thu Dec 23 14:50:11 +0000 2021,ASRC1,12/23/21,opinion,pro,Australia,,want lose job want put Asylum Seeker Resource Centre business close door know truly succeeded Donate today end end year appeal
88,T2,1130912,1.47893e+18,"Did you know you do not need a visa to seek asylum in Australia. Did you know Morrison Gov is detaining 70 people onshore and 107 offshore for seeking asylum by sea, for nearly a decade now. This is unlawful under international law. We have the worlds most cruel border policies.",Thu Jan 06 03:05:48 +0000 2022,ASRC1,1/5/22,uncertain,pro,Australia,number unvarified,Did know need visa seek asylum Australia Did know Morrison Gov detaining people onshore offshore seeking asylum sea nearly decade unlawful international law world cruel border policy
89,T2,1428465,1.48034e+18,11) The Djokovic case is in no conceivable way comparable to the treatment of refugees. Refugees held in detention need to be released now and provided permanent resettlement.,Mon Jan 10 00:43:21 +0000 2022,ASRC1,1/9/22,opinion,pro,Australia,,Djokovic case conceivable way comparable treatment refugee Refugees held detention need released provided permanent resettlement
90,T2,1326032,1.48036e+18,"#Djokovic is having trouble getting timely legal assistance. 

Well, the Morrison Govt. has made denying access to lawyers common practice for people seeking asylum. 

People who have just arrived seeking asylum are often forcibly moved before they can speak to a lawyer.",Mon Jan 10 01:52:30 +0000 2022,ASRC1,1/9/22,uncertain,pro,Australia,no source,Djokovic trouble getting timely legal assistance Well Morrison Govt made denying access lawyer common practice people seeking asylum people arrived seeking asylum often forcibly moved speak lawyer
91,T2,1428471,1.48034e+18,"4) However, the Morrison Govt. repealed the Medevac Bill leaving hundreds of refugees in need of medical treatment in Australia’s network of onshore detention centres.",Mon Jan 10 00:43:13 +0000 2022,ASRC1,1/9/22,true information,pro,Australia,,however Morrison Govt repealed Medevac Bill leaving hundred refugee need medical treatment Australias network onshore detention centre
92,T4,706950,1.77975e+18,"WRAP UP: Rachel and Betia gave evidence today at a one-day Senate hearing in opposition to Labor’s Entry Ban and Deportation Bill .  

Labor’s attempt to ram this bill through Parl has demonstrated a lack of integrity and a complete disregard for the human impact of the Bill. https://t.co/03XcVnZmKI",Mon Apr 15 05:49:51 +0000 2024,ASRC1,4/14/24,true information,pro,Australia,,WRAP UP Rachel Betia gave evidence today oneday Senate hearing opposition Labors Entry Ban Deportation Bill Labors attempt ram bill Parl demonstrated lack integrity complete disregard human impact Bill
93,T2,1425467,1.48036e+18,"This issue is only exacerbated by defunding of legal services for people seeking asylum. 

This leaves many refugees reliant on charities. 

It is a denial of justice that has been going on for years.",Mon Jan 10 01:56:41 +0000 2022,ASRC1,1/9/22,true information,pro,Australia,,issue exacerbated defunding legal service people seeking asylum leaf many refugee reliant charity denial justice going year
94,T2,1133755,1.47885e+18,"⚠️ IMPORTANT INFORMATION FOR PEOPLE SEEKING ASYLUM ⚠️ We will be open today for one more day during the holiday period -and before we reopen on Jan 10- 👉🏼 Thursday, 6th January 2022, 10am – 3pm. For more information go to https://t.co/mm9PfGEFdV",Wed Jan 05 21:51:57 +0000 2022,ASRC1,1/5/22,true information,pro,Australia,,IMPORTANT INFORMATION FOR PEOPLE SEEKING ASYLUM open today one day holiday period reopen Jan Thursday th January pm information go
95,T2,1467370,1.48015e+18,"The point is to encourage you to read this article &amp; see how the sweeping power to cancel visas is deeply disturbing &amp; undemocratic &amp; it’s been used to detain &amp; deport record numbers of asylum seekers, refugees &amp; permanent residents with current efforts to expand powers even more",Sun Jan 09 11:55:54 +0000 2022,ASRC1,1/9/22,true information,pro,Australia,,point encourage read article amp see sweeping power cancel visa deeply disturbing amp undemocratic amp used detain amp deport record number asylum seeker refugee amp permanent resident current effort expand power even
96,T2,1267143,1.47939e+18,"Refugees are not free. 

This is a detention centre. 

A prison.

They must all be freed now.",Fri Jan 07 10:03:08 +0000 2022,ASRC1,1/7/22,uncertain,pro,Australia,opinion or misinformation,refugee free detention centre prison must freed
97,T2,1130819,1.47893e+18,If you suddenly have an interest in our border policies and think the treatment of #djokovic is shameful and you’re outraged we need to ask you where have you been the last two decades when it comes to the treatment of people seeking asylum?,Thu Jan 06 03:09:36 +0000 2022,ASRC1,1/5/22,opinion,pro,Australia,,suddenly interest border policy think treatment djokovic shameful outraged need ask last two decade come treatment people seeking asylum
